,TaxonID,ScientificName,ListingStatus,ListingLocality,ListingDates,SpeciesStatusAssessmentDates,SpeciesStatusAssessmentURLs,SpeciesStatusAssesmentTitles,RecoveryPlanDates,RecoveryPlanURLs,RecoveryPlanTitles,ReviewDates,ReviewURLs,ReviewTitles,CriticalHabitatDesignationDates,CriticalHabitatDesignationURLs,CriticalHabitatDesignationTitles
0,4903,Phyllostegia mollis fagerlindii,,,,,,,,,,,,,,,
0,255,Phyllostegia parviflora,Endangered,Wherever found,10-10-1996,,,,07-10-1999,https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None,09-14-2021; 08-06-2015; 01-18-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3539.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2286.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1155.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,9246,Phyllostegia pilosa,Endangered,Wherever found,06-27-2013,,,,,,,08-19-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3040.pdf,None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,5226,Phyllostegia racemosa,Endangered,Wherever found,10-10-1996,,,,05-11-1998; 09-26-1996,https://ecos.fws.gov/docs/recovery_plan/980511a.pdf; https://ecos.fws.gov/docs/recovery_plan/960926a.pdf,None; None,09-28-2020; 08-28-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3119.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1970.pdf,None; None,07-02-2003,https://www.govinfo.gov/link/fr/68/39623?link-type=pdf,None
0,8958,Phyllostegia renovans,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-08-2022; 09-18-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3863.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2484.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,5378,Phyllostegia rockii,,,,,,,,,,,,,,,
0,4922,Phyllostegia stachyoides,Endangered,Wherever found,10-31-2016,,,,,https://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf,None,09-30-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3186.pdf,None,,,
0,3675,Phyllostegia variabilis,,,,,,,,,,,,,,,
0,6699,Phyllostegia velutina,Endangered,Wherever found,10-10-1996,,,,05-11-1998; 09-26-1996,https://ecos.fws.gov/docs/recovery_plan/980511a.pdf; https://ecos.fws.gov/docs/recovery_plan/960926a.pdf,None; None,09-30-2020; 08-28-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3171.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1969.pdf,None; None,07-02-2003,https://www.govinfo.gov/link/fr/68/39623?link-type=pdf,None
0,8551,Phyllostegia waimeae,Endangered,Wherever found,02-25-1994,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-08-2022; 09-18-2017; 01-18-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3864.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2485.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1156.pdf,None; None; None,02-27-2003,https://www.govinfo.gov/link/fr/68/9116?link-type=pdf,None
0,3211,Phyllostegia warshaueri,Endangered,Wherever found,10-10-1996,,,,05-11-1998; 09-26-1996,https://ecos.fws.gov/docs/recovery_plan/980511a.pdf; https://ecos.fws.gov/docs/recovery_plan/960926a.pdf,None; None,09-30-2020; 08-28-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3172.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1968.pdf,None; None,07-02-2003,https://www.govinfo.gov/link/fr/68/39623?link-type=pdf,None
0,6730,Phyllostegia wawrana,Endangered,Wherever found,10-10-1996,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-08-2022; 09-18-2017; 07-21-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3865.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2486.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1377.pdf,None; None; None,02-27-2003,https://www.govinfo.gov/link/fr/68/9116?link-type=pdf,None
0,1612,Phyllostegia yamaguchii,,,,,,,,,,,,,,,
0,7987,Physalis solanaceus,,,,,,,,,,,,,,,
0,1613,Physalis viscosa elliotii,,,,,,,,,,,,,,,
0,281,Physaria acutifolia purpurea,,,,,,,,,,,,,,,
0,2393,Physaria bellii,,,,,,,,,,,,,,,
0,2028,Physaria condensata,,,,,,,,,,,,,,,
0,2219,Physaria didymocarpa lyrata,,,,,,,,,,,,,,,
0,6276,Physaria dornii,,,,,,,,,,,,,,,
0,5390,Physaria douglasii ssp. tuplashensis,Threatened,Wherever found,05-23-2013,,,,08-25-2022,https://ecos.fws.gov/docs/recovery_plan/WhiteBluffsBladderpod_Final_RP_20220825_Signed.pdf,None,10-14-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3203.pdf,None,12-20-2013,https://www.govinfo.gov/link/fr/78/76995?link-type=pdf,None
0,8547,Physaria eburniflora,,,,,,,,,,,,,,,
0,5361,Physaria filiformis,Threatened,Wherever found,01-08-1987,,,,04-07-1988,https://ecos.fws.gov/docs/recovery_plan/880407.pdf,None,01-24-2020; 09-23-2015; 01-14-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2932.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2338.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1218.pdf,None; None; None,,,
0,1446,Physaria geyeri purpurea,,,,,,,,,,,,,,,
0,7206,Physaria globosa,Endangered,Wherever found,08-01-2014,08-01-2020; 12-01-2017,https://ecos.fws.gov/ServCat/DownloadFile/199971; https://ecos.fws.gov/ServCat/DownloadFile/138745,None; None,08-05-2021,https://ecos.fws.gov/docs/recovery_plan/20210805_P.globosa_finalRP_signed.pdf,None,06-29-2021,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3290.pdf,None,08-26-2014,https://www.govinfo.gov/link/fr/79/50989?link-type=pdf,None
0,2146,Physaria grahamii,,,,,,,,,,,,,,,
0,3373,Physaria integrifolia monticola,,,,,,,,,,,,,,,
0,6701,Physaria obcordata,Threatened,Wherever found,02-06-1990,,,,05-16-2020,https://ecos.fws.gov/docs/recovery_plan/Dudley Bluffs_Final RP_signed_1.pdf,None,06-12-2020; 06-20-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2977.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1243.pdf,None; None,,,
0,10905,Physaria pachyphylla,,,,,,,,,,,,,,,
0,104,Physaria pallida,Endangered,Wherever found,03-11-1987,,,,07-25-2019; 04-13-1990,https://ecos.fws.gov/docs/recovery_plan/White Bladderpod Supplemental Finding_1.pdf; https://ecos.fws.gov/docs/recovery_plan/921016.pdf,None; None,08-31-2023; 08-26-2014,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/9879.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2223.pdf,None; None,,,
0,8788,Physaria repanda,,,,,,,,,,,,,,,
0,5389,Physaria saximontana saximontana,,,,,,,,,,,,,,,
0,8626,Physaria stylosa,,,,,,,,,,,,,,,
0,7332,Physaria thamnophila,Endangered,Wherever found,11-22-1999,,,,08-28-2019; 07-14-2004,https://ecos.fws.gov/docs/recovery_plan/Final RP Amendment_Z bladderpod.pdf; https://ecos.fws.gov/docs/recovery_plan/040825.pdf,None; None,08-28-2015,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2315.pdf,None,12-22-2000,https://www.govinfo.gov/link/fr/65/81182?link-type=pdf,None
0,4403,Physella bottimeri,,,,,,,,,,,,,,,
0,1138,Physella microstriata,,,,,,,,,,,,,,,
0,305,Physella natricina,Endangered,Wherever found,12-14-1992,,,,11-26-1995,https://ecos.fws.gov/docs/recovery_plan/951126.pdf,None,08-17-2023; 09-05-2018; 05-23-2014,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/6219.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2585.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2174.pdf,None; None; None,,,
0,7547,Physella spelunca,,,,,,,,,,,,,,,
0,59,Physella utahensis,,,,,,,,,,,,,,,
0,2331,Physella zionis,,,,,,,,,,,,,,,
0,8363,Physeter catodon (=macrocephalus),Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,2499,Physostegia correllii,,,,,,,,,,,,,,,
0,5108,Physostegia intermedia,,,,,,,,,,,,,,,
0,7479,Physostegia leptophylla,,,,,,,,,,,,,,,
0,6305,Physostegia longisepala,,,,,,,,,,,,,,,
0,6966,phytolacca sandwicensis,,,,,,,,,,,,,,,
0,10,Phytotoma raimondii,Endangered,Wherever found,07-24-2012,,,,,,,,,,,,
0,9726,Pica nuttalli,,,,,,,,,,,,,,,
0,3907,Picathartes gymnocephalus,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,3906,Picathartes oreas,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,9411,Picoides albolarvatus,,,,,,,,,,,,,,,
0,7951,picoides arcticus,,,,,,,,,,,,,,,
0,7614,Picoides borealis,Endangered,Wherever found,10-13-1970,04-01-2020; 04-01-2020,https://ecos.fws.gov/ServCat/DownloadFile/187135; https://ecos.fws.gov/ServCat/DownloadFile/188805,None; None,01-27-2003,https://ecos.fws.gov/docs/recovery_plan/030320_2.pdf,None,10-08-2020; 10-08-2020; 10-05-2006,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3367.pdf; https://www.govinfo.gov/link/fr/85/63474?link-type=pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1031.pdf,None; None; None,,,
0,9410,Picoides nuttallii,,,,,,,,,,,,,,,
0,4360,picoides pubescens,,,,,,,,,,,,,,,
0,5394,picoides tridactylus,,,,,,,,,,,,,,,
0,4074,Pieris phillyreifolia,,,,,,,,,,,,,,,
0,4324,Pilea leptophylla,,,,,,,,,,,,,,,
0,7599,Pilea multicaulis,,,,,,,,,,,,,,,
0,4449,Pilea richardii,,,,,,,,,,,,,,,
0,7935,Pilea yunquensis,,,,,,,,,,,,,,,
0,2520,Pilosocereus robinii,Endangered,Wherever found,07-19-1984,,,,09-27-2019; 05-18-1999,https://ecos.fws.gov/docs/recovery_plan/Key Tree-cactus Recovery Plan Amendment.pdf; https://ecos.fws.gov/docs/recovery_plan/140903.pdf,None; None,08-27-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1589.pdf,None,,,
0,7215,Pilostyles thurberi,,,,,,,,,,,,,,,
0,6384,Pinckneya bracteata,,,,,,,,,,,,,,,
0,6805,Pinguicula ionantha,Threatened,Wherever found,07-12-1993,,,,06-22-1994,https://ecos.fws.gov/docs/recovery_plan/940622.pdf,None,06-22-2023; 04-09-2018; 07-08-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4112.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2542.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1488.pdf,None; None; None,,,
0,6806,Pinguicula planifolia,,,,,,,,,,,,,,,
0,7755,Pinus,,,,,,,,,,,,,,,
0,1748,Pinus albicaulis,Threatened,Wherever found,01-17-2023,12-01-2021; 12-01-2020,https://ecos.fws.gov/ServCat/DownloadFile/226045; https://ecos.fws.gov/ServCat/DownloadFile/189442,None; None,12-20-2022,https://ecos.fws.gov/docs/recovery_plan/20221215_WBP_Final_Recovery_Outline_v11_DRDsigned.pdf,None,,,,12-02-2020,https://www.govinfo.gov/link/fr/85/77408?link-type=pdf,None
0,7808,Pinus contorta bolanderi,,,,,,,,,,,,,,,
0,3227,Pinus ponderosa,,,,,,,,,,,,,,,
0,7514,Pinus radiata,,,,,,,,,,,,,,,
0,5847,Pinus torreyana insularis,,,,,,,,,,,,,,,
0,5597,Pinus torreyana torreyana,,,,,,,,,,,,,,,
0,631,Pionopsitta pileata,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,4205,Piperia yadonii,Endangered,Wherever found,08-12-1998,,,,09-13-2019; 08-19-2004,https://ecos.fws.gov/docs/recovery_plan/Recovery Plan Amendment_MClover CDMVetch YAPP HickPot.pdf; https://ecos.fws.gov/docs/recovery_plan/050617a.pdf,None; None,08-05-2021; 08-17-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3396.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1473.pdf,None; None,10-24-2007,https://www.govinfo.gov/link/fr/72/60410?link-type=pdf,None
0,8357,Pipile jacutinga,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,1817,Pipile pipile pipile,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,9444,Pipilo chlorurus,,,,,,,,,,,,,,,
0,5946,Pipilo fuscus relictus,,,,,,,,,,,,,,,
0,4243,Pipilo maculatus clementae,,,,,,,,,,,,,,,
0,9119,Pipistrellus murrayi,,,,,,,,,,,,,,,
0,3759,piranga rubra,,,,,,,,,,,,,,,
0,3533,Pisidium sanguinichristi,,,,,,,,,,,,,,,
0,6112,Pisidium ultramontanum,,,,,,,,,,,,,,,
0,4336,Pisonia floridana,,,,,,,,,,,,,,,
0,7100,Pisonia wagneriana,,,,,,,,,,,,,,,
0,4484,Pithecophaga jefferyi,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,635,Pitta gurneyi,Endangered,Wherever found,01-16-2008,,,,,,,,,,,,
0,6036,Pitta kochi,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,6293,Pittosporum acuminatum leptopodum,,,,,,,,,,,,,,,
0,3279,Pittosporum acuminatum magnifolium,,,,,,,,,,,,,,,
0,3737,Pittosporum acuminatum waimeanum,,,,,,,,,,,,,,,
0,7432,Pittosporum argentifolium argentifolium,,,,,,,,,,,,,,,
0,6686,Pittosporum argentifolium sessile,,,,,,,,,,,,,,,
0,707,Pittosporum cauliflorum cauliflorum,,,,,,,,,,,,,,,
0,4549,Pittosporum cauliflorum cladanthoides,,,,,,,,,,,,,,,
0,4640,Pittosporum cauliflorum pedicellatum,,,,,,,,,,,,,,,
0,1337,Pittosporum cladanthum gracilipes,,,,,,,,,,,,,,,
0,6003,Pittosporum confertiflorum,,,,,,,,,,,,,,,
0,6847,Pittosporum confertiflorum longipes,,,,,,,,,,,,,,,
0,7433,Pittosporum confertiflorum microphyllum,,,,,,,,,,,,,,,
0,2748,Pittosporum glabrum,,,,,,,,,,,,,,,
0,4925,Pittosporum glabrum glomeratum,,,,,,,,,,,,,,,
0,5213,Pittosporum glabrum intermedium,,,,,,,,,,,,,,,
0,1716,Pittosporum glabrum tinifolium,,,,,,,,,,,,,,,
0,3905,Pittosporum halophilum,Endangered,Wherever found,06-27-2013,,,,,,,08-19-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3041.pdf,None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,402,Pittosporum hawaiiense,Endangered,Wherever found,11-29-2013,,,,,,,09-30-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3187.pdf,None,03-28-2023,https://www.govinfo.gov/link/fr/88/18756,None
0,2279,Pittosporum hosmeri,,,,,,,,,,,,,,,
0,6687,Pittosporum insigne micranthum,,,,,,,,,,,,,,,
0,1283,Pittosporum kauaiense repens,,,,,,,,,,,,,,,
0,6873,Pittosporum napaliense,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,08-08-2022; 09-18-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3866.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2487.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,7339,Pittosporum terminalioides lanaiense,,,,,,,,,,,,,,,
0,3352,Pittosporum terminalioides macropus,,,,,,,,,,,,,,,
0,1338,Pittosporum terminalioides mauiense,,,,,,,,,,,,,,,
0,452,Pituophis melanoleucus lodingi,Threatened,Wherever found,11-05-2015,09-01-2022,https://ecos.fws.gov/ServCat/DownloadFile/231574,None,12-19-2023,https://ecos.fws.gov/docs/recovery_plan/079681 20230907_Black Pinesnake_Recovery Plan.pdf,None,08-09-2022,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3884.pdf,None,02-26-2020,https://www.govinfo.gov/link/fr/85/11238?link-type=pdf,None
0,7404,Pituophis melanoleucus melanoleucus,,,,,,,,,,,,,,,
0,4978,Pituophis melanoleucus mugitus,,,,11-29-2023,https://ecos.fws.gov/ServCat/DownloadFile/242275,None,,,,,,,,,
0,2424,Pituophis melanoleucus pumilis,,,,,,,,,,,,,,,
0,4092,Pituophis ruthveni,Threatened,Wherever found,05-07-2018,08-15-2022,https://ecos.fws.gov/ServCat/DownloadFile/242549,None,12-07-2023,https://ecos.fws.gov/docs/recovery_plan/079754 20231205_LApinesnake_Draft Recovery Plan.pdf,None,09-13-2023,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/10176.pdf,None,10-06-2022,https://www.govinfo.gov/link/fr/87/60580,None
0,6787,Pityopsis flexuosa,,,,,,,,,,,,,,,
0,105,Pityopsis ruthii,Endangered,Wherever found,07-18-1985,,,,06-11-1992,https://ecos.fws.gov/docs/recovery_plan/920611.pdf,None,07-10-2023; 09-19-2018; 04-23-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4269.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2601.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1908.pdf,None; None; None,,,
0,6342,Pityopus californicus,,,,,,,,,,,,,,,
0,7843,Plagiithmysus swezeyanus,,,,,,,,,,,,,,,
0,4740,Plagiobothrys austiniae,,,,,,,11-06-2012,https://ecos.fws.gov/docs/recovery_plan/Rogue&Illinois Valley Final Recovery Plan 031913.pdf,None,,,,,,
0,5488,Plagiobothrys distantiflorus,,,,,,,,,,,,,,,
0,2442,Plagiobothrys figuratus ssp. corallicarpus,,,,,,,,,,,,,,,
0,6788,Plagiobothrys glaber,,,,,,,,,,,,,,,
0,7074,Plagiobothrys glyptocarpus modestus,,,,,,,,,,,,,,,
0,4898,Plagiobothrys glyptocarpus var. glyptocarpus,,,,,,,,,,,,,,,
0,6489,Plagiobothrys greenei,,,,,,,11-06-2012,https://ecos.fws.gov/docs/recovery_plan/Rogue&Illinois Valley Final Recovery Plan 031913.pdf,None,,,,,,
0,2500,Plagiobothrys hirtus,Endangered,Wherever found,01-25-2000,03-01-2021; 03-01-2021,https://ecos.fws.gov/ServCat/DownloadFile/204696; https://ecos.fws.gov/ServCat/DownloadFile/219194,None; None,12-20-2019; 09-25-2003,https://ecos.fws.gov/docs/recovery_plan/Final_Amendment_Rough_Popcornflower_Recovery_Plan_20191220_3.pdf; https://ecos.fws.gov/docs/recovery_plan/030925a.pdf,None; None,04-14-2021; 08-11-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/949.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1587.pdf,None; None,,,
0,256,Plagiobothrys hystriculus,,,,,,,,,,,,,,,
0,4904,Plagiobothrys lamprocarpus,,,,,,,,,,,,,,,
0,7747,Plagiobothrys mollis vestitus,,,,,,,,,,,,,,,
0,6789,Plagiobothrys scriptus,,,,,,,,,,,,,,,
0,6161,Plagiobothrys strictus,Endangered,Wherever found,10-22-1997,,,,,,,08-10-2023; 02-16-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/5589.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1548.pdf,None; None,,,
0,383,Plagiobothrys torreyi var. diffusus,,,,,,,,,,,,,,,
0,7504,Plagiobothrys uncinatus,,,,,,,,,,,,,,,
0,8100,Plagiochila caduciloba,,,,,,,,,,,,,,,
0,2908,Plagiochila columbiana,,,,,,,,,,,,,,,
0,134,Plagiochila echinata,,,,,,,,,,,,,,,
0,8234,Plagiochila sharpii,,,,,,,,,,,,,,,
0,8341,Plagiochila sullivantii var. spinigera,,,,,,,,,,,,,,,
0,2655,Plagiochila sullivantii var. sullivantii,,,,,,,,,,,,,,,
0,5247,Plagiochila virginica euryphylla,,,,,,,,,,,,,,,
0,4011,Plagiochila virginica var. caroliniana,,,,,,,,,,,,,,,
0,8545,Plagiomnium carolinianum,,,,,,,,,,,,,,,
0,3544,Plagithmysus alani,,,,,,,,,,,,,,,
0,3050,Plagithmysus annectans,,,,,,,,,,,,,,,
0,4417,Plagithmysus bidensae,,,,,,,,,,,,,,,
0,4380,Plagithmysus bridwelli,,,,,,,,,,,,,,,
0,2109,Plagithmysus claviger,,,,,,,,,,,,,,,
0,3795,Plagithmysus decorus,,,,,,,,,,,,,,,
0,5874,Plagithmysus dubautianus,,,,,,,,,,,,,,,
0,4150,Plagithmysus elegans,,,,,,,,,,,,,,,
0,2586,Plagithmysus forbesianus,,,,,,,,,,,,,,,
0,7524,Plagithmysus forbesii,,,,,,,,,,,,,,,
0,3132,Plagithmysus fractus,,,,,,,,,,,,,,,
0,7016,Plagithmysus greenwelli,,,,,,,,,,,,,,,
0,1785,Plagithmysus haasi,,,,,,,,,,,,,,,
0,1949,Plagithmysus ignotus,,,,,,,,,,,,,,,
0,7848,Plagithmysus koae,,,,,,,,,,,,,,,
0,5055,Plagithmysus kohalae,,,,,,,,,,,,,,,
0,7555,Plagithmysus kraussi,,,,,,,,,,,,,,,
0,8497,Plagithmysus kuhnsi,,,,,,,,,,,,,,,
0,64,Plagithmysus lanaiensis,,,,,,,,,,,,,,,
0,3429,Plagithmysus laticollis,,,,,,,,,,,,,,,
0,5619,Plagithmysus longicollis,,,,,,,,,,,,,,,
0,6122,Plagithmysus mezoneuri,,,,,,,,,,,,,,,
0,4523,Plagithmysus muiri,,,,,,,,,,,,,,,
0,2561,Plagithmysus nihoae,,,,,,,,,,,,,,,
0,8140,Plagithmysus paludis,,,,,,,,,,,,,,,
0,7017,Plagithmysus permundus,,,,,,,,,,,,,,,
0,5898,Plagithmysus pipturicola,,,,,,,,,,,,,,,
0,8262,Plagithmysus platydesmae,,,,,,,,,,,,,,,
0,7525,Plagithmysus podagricus,,,,,,,,,,,,,,,
0,8222,Plagithmysus polystictus,,,,,,,,,,,,,,,
0,7168,Plagithmysus pulvillatus,,,,,,,,,,,,,,,
0,7844,Plagithmysus rubi,,,,,,,,,,,,,,,
0,4151,Plagithmysus simillimus,,,,,,,,,,,,,,,
0,4152,Plagithmysus simplicicollis,,,,,,,,,,,,,,,
0,2587,Plagithmysus speculifer,,,,,,,,,,,,,,,
0,2562,Plagithmysus sulphurescens,,,,,,,,,,,,,,,
0,7169,Plagithmysus superstes,,,,,,,,,,,,,,,
0,7845,Plagithmysus swezeyi,,,,,,,,,,,,,,,
0,928,Plagithmysus sylvai,,,,,,,,,,,,,,,
0,1533,Plagithmysus vicinus,,,,,,,,,,,,,,,
0,49,Plagopterus argentissimus,,,07-24-1985; 10-13-1970,,,,04-19-1995,https://ecos.fws.gov/docs/recovery_plan/950419a.pdf,None,06-05-2020; 05-01-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2973.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1236.pdf,None; None,01-26-2000,https://www.govinfo.gov/link/fr/65/4140?link-type=pdf,None
0,4616,Planigale ingrami subtilissima,Endangered,Wherever found,12-02-1970,,,,,,,,,,,,
0,636,Planigale tenuirostris,Endangered,Wherever found,12-02-1970,,,,,,,,,,,,
0,6216,Planorbella magnifica,Endangered,Wherever found,09-18-2023,08-01-2019,https://ecos.fws.gov/ServCat/DownloadFile/219854,None,09-08-2023,https://ecos.fws.gov/docs/recovery_plan/20230906_Recovery Outline Magnificent Ramshorn (508c).pdf,None,,,,08-18-2023,https://www.govinfo.gov/link/fr/88/56471,None
0,3420,Planorbella multivolvis,,,,,,,,,,,,,,,
0,8801,Planorbella oregonensis,,,,,,,,,,,,,,,
0,7434,Plantago cordata,,,,,,,,,,,,,,,
0,3749,Plantago hawaiensis,Endangered,Wherever found,03-04-1994,,,,09-26-1996,https://ecos.fws.gov/docs/recovery_plan/960926a.pdf,None,09-30-2020; 08-28-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3173.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1967.pdf,None; None,07-02-2003,https://www.govinfo.gov/link/fr/68/39623?link-type=pdf,None
0,4926,Plantago princeps,Endangered,Wherever found,11-10-1994,,,,07-10-1999,https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None,09-16-2021; 08-12-2013; 08-27-2010,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3545.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2093.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1616.pdf,None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,4225,Plantago sparsiflora,,,,,,,,,,,,,,,
0,1231,Platanista gangetica minor,Endangered,Wherever found,01-14-1991,,,,,,,,,,,,
0,6385,Platanthera flava,,,,,,,,,,,,,,,
0,6864,Platanthera holochila,Endangered,Wherever found,10-10-1996,,,,07-10-1999,https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None,09-23-2021; 03-31-2014; 06-02-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3557.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2201.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1382.pdf,None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
